airbnb_name,host_id,Neighborhood_Group,Neighborhood,Lat,Lon,room_type,price,min_nights,availability_365,Census_Year,Population
Private Bedroom #2,66269338.0,Queens,Jackson Heights,40.74776,-73.88826999999999,Private room,50.0,1.0,345.0,2019.0,175275.0
NIGHT CRAS PAD,153371127.0,Queens,Jackson Heights,40.74908,-73.87961,Shared room,28.0,1.0,341.0,2019.0,175275.0
"Cheap, clean, 15 min. to Manhattan",6067526.0,Queens,Jackson Heights,40.74852,-73.8889,Private room,50.0,1.0,188.0,2019.0,175275.0
"30 mins to Times Square!! 15 mins LGA, 25mins JFK!",260209224.0,Queens,Jackson Heights,40.75015,-73.86899,Entire home/apt,153.0,4.0,135.0,2019.0,175275.0
"Independent Basement Apt.(2 bed  rooms, 1 Bath)",83377687.0,Queens,Jackson Heights,40.75479,-73.85776,Entire home/apt,69.0,2.0,105.0,2019.0,175275.0
â¢â¢Cozy Emâs placeâ¢â¢,174492861.0,Queens,Jackson Heights,40.749390000000005,-73.88155,Private room,42.0,2.0,33.0,2019.0,175275.0
Jackson Heights 2 bedrooms housing,92872782.0,Queens,Jackson Heights,40.75495,-73.87774,Entire home/apt,140.0,2.0,298.0,2019.0,175275.0
Large & Cozy One-Bedroom Apartment in Queens,12700569.0,Queens,Jackson Heights,40.75292,-73.88129,Entire home/apt,135.0,6.0,195.0,2019.0,175275.0
Home McDonald,156850005.0,Queens,Jackson Heights,40.756,-73.87756,Private room,77.0,1.0,355.0,2019.0,175275.0
"Comfy Room 10min/ LGA, 30min/ JFK, 30min/ City",51531044.0,Queens,Jackson Heights,40.750609999999995,-73.87576,Private room,40.0,2.0,293.0,2019.0,175275.0
Spacious  Bdrm in N.Y.C. (30 mins to Midtown),37252076.0,Queens,Jackson Heights,40.75436,-73.88534,Private room,50.0,3.0,155.0,2019.0,175275.0
Modern: 5mins to train; 30min to Times-2 Bath (2),175311339.0,Queens,Jackson Heights,40.75295,-73.86465,Private room,37.0,2.0,150.0,2019.0,175275.0
Bright room near shops and subway well located,79499558.0,Queens,Jackson Heights,40.75135,-73.88378,Private room,85.0,4.0,50.0,2019.0,175275.0
A Gem close to every Borough in NYC!!,178665352.0,Queens,Jackson Heights,40.75122,-73.87977,Entire home/apt,195.0,3.0,302.0,2019.0,175275.0
Private Room close to subway (2/3),40874834.0,Queens,Jackson Heights,40.75548,-73.86632,Private room,75.0,1.0,362.0,2019.0,175275.0
2 Bathrooms-Modern Room in Queens (3),175311339.0,Queens,Jackson Heights,40.75251,-73.86401,Private room,51.0,2.0,125.0,2019.0,175275.0
NEW Bright-2 bath/4min to train and 10minto LGA(1),175311339.0,Queens,Jackson Heights,40.75312,-73.86479,Private room,39.0,2.0,157.0,2019.0,175275.0
GREAT FURNISHED BEDROOM NEAR MIDTOWN MANHATTAN,221836975.0,Queens,Jackson Heights,40.74945,-73.89299,Private room,50.0,2.0,365.0,2019.0,175275.0
Bedroom near train station,243741999.0,Queens,Jackson Heights,40.74796,-73.88399,Private room,42.0,2.0,80.0,2019.0,175275.0
Queens Apartment Private Room,177825782.0,Queens,Jackson Heights,40.75047,-73.88216,Private room,89.0,4.0,175.0,2019.0,175275.0
Great Cozy Apartment.,10120673.0,Queens,Jackson Heights,40.750170000000004,-73.89219,Entire home/apt,180.0,5.0,363.0,2019.0,175275.0
NICE BED IN A SHARED ROOM FOR A MAN NEAR MIDTOWN 1,221836975.0,Queens,Jackson Heights,40.75125,-73.89346,Shared room,58.0,2.0,267.0,2019.0,175275.0
5mins to train; New York Modern Home- (5),175311339.0,Queens,Jackson Heights,40.75287,-73.86435,Private room,37.0,2.0,126.0,2019.0,175275.0
Newly Renovated-5mins to train; 30mins to City (4),175311339.0,Queens,Jackson Heights,40.75144,-73.86418,Private room,37.0,2.0,126.0,2019.0,175275.0
Sunny & spacious 1 bedroom gem!,23812318.0,Queens,Jackson Heights,40.75401,-73.88235999999999,Entire home/apt,100.0,2.0,124.0,2019.0,175275.0
Quaint Room ,8083568.0,Queens,Jackson Heights,40.75107,-73.87654,Private room,60.0,5.0,348.0,2019.0,175275.0
Luxury | Private room |Balcony|Parking included,211500809.0,Queens,Jackson Heights,40.74765,-73.89445,Private room,110.0,2.0,85.0,2019.0,175275.0
Entire Apt in Jackson Heights-25 min to Manhattan,24201950.0,Queens,Jackson Heights,40.751999999999995,-73.88898,Entire home/apt,105.0,7.0,141.0,2019.0,175275.0
Home away from home. Contemporary!,80894027.0,Queens,Jackson Heights,40.7532,-73.87731,Entire home/apt,125.0,3.0,274.0,2019.0,175275.0
Yoga Apartment next to La Guardia and Manhattan,89000911.0,Queens,Jackson Heights,40.75533,-73.87804,Private room,40.0,1.0,127.0,2019.0,175275.0
Cozy Apartment in a Private House,137772585.0,Queens,Jackson Heights,40.753820000000005,-73.88231,Entire home/apt,150.0,2.0,288.0,2019.0,175275.0
"Cozy room near subway , LGA airport n manhattan",79499558.0,Queens,Jackson Heights,40.75164,-73.88506,Private room,55.0,2.0,149.0,2019.0,175275.0
Cozy Emâs Place 2 (3 people),174492861.0,Queens,Jackson Heights,40.74942,-73.88248,Private room,49.0,2.0,89.0,2019.0,175275.0
"Sunny two-bedroom apt in Jackson Heights, Queens",33229910.0,Queens,Jackson Heights,40.75312,-73.8812,Entire home/apt,120.0,7.0,58.0,2019.0,175275.0
McDonald,156850005.0,Queens,Jackson Heights,40.75606,-73.87787,Private room,100.0,1.0,350.0,2019.0,175275.0
Beautiful and confortable room,109146538.0,Queens,Jackson Heights,40.75184,-73.88722,Private room,60.0,1.0,30.0,2019.0,175275.0
LaGuardia in less than 30. Steps to Supermarket.,137358866.0,Queens,Jackson Heights,40.75023,-73.87895999999999,Private room,31.0,30.0,269.0,2019.0,175275.0
studio type large next to LGA/JFK/Manhattan20 min,268537798.0,Queens,Jackson Heights,40.7486,-73.88469,Private room,99.0,2.0,90.0,2019.0,175275.0
Refurbished Private & Pretty Apartment Near City,16514175.0,Queens,Jackson Heights,40.74763,-73.88468,Entire home/apt,95.0,2.0,168.0,2019.0,175275.0
Cuarto en Queens,89902143.0,Queens,Jackson Heights,40.75457,-73.86162,Private room,100.0,7.0,179.0,2019.0,175275.0
Crash Pad Close to LGA/JFK/Manhattan,21216008.0,Queens,Jackson Heights,40.74989,-73.87829,Shared room,35.0,1.0,340.0,2019.0,175275.0
Private Room close to subway (3/3),40874834.0,Queens,Jackson Heights,40.75421,-73.86435,Private room,75.0,1.0,339.0,2019.0,175275.0
"Relax, easy commute to the city",30377766.0,Queens,Jackson Heights,40.753820000000005,-73.87508000000001,Private room,62.0,1.0,365.0,2019.0,175275.0
15 min to Manhattan ENTIRE 1 big Br. APARTMENT,133398247.0,Queens,Jackson Heights,40.747009999999996,-73.89395,Entire home/apt,96.0,1.0,157.0,2019.0,175275.0
Full apt for 6 in a conveniently located area,67480949.0,Queens,Jackson Heights,40.75478,-73.88786,Entire home/apt,105.0,1.0,113.0,2019.0,175275.0
4mins to Manhattan Bound 7train; 10mins to LGA (1),247013511.0,Queens,Jackson Heights,40.75298,-73.87675,Private room,40.0,2.0,75.0,2019.0,175275.0
Cozy 2 Bedroom in Historic District,22308430.0,Queens,Jackson Heights,40.75462,-73.88284,Entire home/apt,144.0,2.0,288.0,2019.0,175275.0
Cozy bedroom near Manhattan & airport,3644693.0,Queens,Jackson Heights,40.74869,-73.88293,Private room,68.0,28.0,89.0,2019.0,175275.0
Spacious room near airport LGA Manhattan & Gym :),137358866.0,Queens,Jackson Heights,40.74878,-73.8799,Private room,24.0,30.0,244.0,2019.0,175275.0
"30 mins to Times Square!! 15 mins LGA, 25mins JFK!",260209224.0,Queens,Jackson Heights,40.75077,-73.8702,Entire home/apt,67.0,2.0,134.0,2019.0,175275.0
Sunny room with great transit,6119244.0,Queens,Jackson Heights,40.750690000000006,-73.89475999999999,Private room,60.0,2.0,307.0,2019.0,175275.0
"Chabla Residence. The perfect stay, when away",247538066.0,Queens,Jackson Heights,40.75196,-73.86893,Entire home/apt,260.0,2.0,32.0,2019.0,175275.0
My tiny Chateau,72596124.0,Queens,Jackson Heights,40.74912,-73.88667,Entire home/apt,80.0,1.0,143.0,2019.0,175275.0
Spacious/comfortable/detailed/eclectic  apartment,23871497.0,Queens,Jackson Heights,40.751540000000006,-73.8907,Entire home/apt,95.0,3.0,31.0,2019.0,175275.0
Modern Cozy-4mins to 7train; 30mins to City (3),247013511.0,Queens,Jackson Heights,40.75157,-73.87639,Private room,45.0,2.0,66.0,2019.0,175275.0
Mini Casa,247013511.0,Queens,Jackson Heights,40.752309999999994,-73.8756,Entire home/apt,69.0,2.0,36.0,2019.0,175275.0
"Entire Apart, Close to Airport 15 min to Manhattan",163189326.0,Queens,Jackson Heights,40.75439,-73.89532,Entire home/apt,105.0,1.0,314.0,2019.0,175275.0
2 bathrooms; 10mins LGA: 4mins 7train (2),247013511.0,Queens,Jackson Heights,40.75093,-73.87507,Private room,45.0,2.0,64.0,2019.0,175275.0
Private Bedroom #5,66269338.0,Queens,Jackson Heights,40.74839,-73.88818,Private room,60.0,1.0,300.0,2019.0,175275.0
Close to LGA/Manhattan. Spacious Apartment in JH.,121378704.0,Queens,Jackson Heights,40.75353,-73.87688,Entire home/apt,86.0,1.0,125.0,2019.0,175275.0
Lovely room in Jackson Heights,45404393.0,Queens,Jackson Heights,40.751059999999995,-73.88349000000001,Private room,65.0,2.0,314.0,2019.0,175275.0
GREAT 3 BR Home Mins. From Manhattan !!!!!!!,215967566.0,Queens,Jackson Heights,40.75091,-73.87818,Entire home/apt,225.0,2.0,49.0,2019.0,175275.0
"Read it 1st, A seprat fur BR, low $",1267021.0,Queens,Jackson Heights,40.74965,-73.89344,Private room,54.0,5.0,365.0,2019.0,175275.0
"Quite and safe locations, 2 blocks from train stat",30377766.0,Queens,Jackson Heights,40.75549,-73.87731,Private room,100.0,1.0,179.0,2019.0,175275.0
Be happy in NYC everything closet to you,194804585.0,Queens,Jackson Heights,40.75245,-73.88586,Private room,55.0,3.0,61.0,2019.0,175275.0
Renovated Dining(2019) 5min to 74st Express subway,19303369.0,Queens,Jackson Heights,40.74951,-73.89378,Private room,35.0,30.0,32.0,2019.0,175275.0
Nice room near Manhattan in a safe neighborhood,79499558.0,Queens,Jackson Heights,40.75176,-73.88374,Private room,55.0,4.0,112.0,2019.0,175275.0
"Affordable Couch-Surfing, Near All",9731301.0,Queens,Jackson Heights,40.75011,-73.89113,Shared room,70.0,1.0,365.0,2019.0,175275.0
#1 Modern Gem 2br apt..(Street parking available),224715959.0,Queens,Jackson Heights,40.75355,-73.89220999999999,Entire home/apt,170.0,2.0,346.0,2019.0,175275.0
Minimalist House,247013511.0,Queens,Jackson Heights,40.75246,-73.87505,Entire home/apt,79.0,2.0,336.0,2019.0,175275.0
Gorgeous sun drenched 2BR in Jackson Heights,1753251.0,Queens,Jackson Heights,40.751090000000005,-73.88049000000001,Entire home/apt,100.0,4.0,157.0,2019.0,175275.0
Bright Bedroom in NYC (30 min to Midtown + MoMa),37252076.0,Queens,Jackson Heights,40.75378,-73.8862,Private room,45.0,3.0,132.0,2019.0,175275.0
"New York, Jackson heights",118419433.0,Queens,Jackson Heights,40.75395,-73.87396,Private room,80.0,1.0,180.0,2019.0,175275.0
New york Multi-unit building,221434490.0,Queens,Jackson Heights,40.75586,-73.87014,Private room,49.0,2.0,358.0,2019.0,175275.0
Single Room/ 15 min away from LGA Airport #5,51531044.0,Queens,Jackson Heights,40.7514,-73.87602,Private room,40.0,2.0,336.0,2019.0,175275.0
Sweet room on prime location,225571766.0,Queens,Jackson Heights,40.750679999999996,-73.87739,Private room,80.0,2.0,57.0,2019.0,175275.0
Spacious 1st floor apartment.,83377687.0,Queens,Jackson Heights,40.75436,-73.85696,Entire home/apt,135.0,2.0,141.0,2019.0,175275.0
Apartment at Queens Landmark,177825782.0,Queens,Jackson Heights,40.75212,-73.88248,Private room,80.0,4.0,175.0,2019.0,175275.0
Comfy Room in Queens Close to Train Station!,98697139.0,Queens,Jackson Heights,40.752140000000004,-73.8584,Private room,40.0,4.0,95.0,2019.0,175275.0
Crash Pad in Jackson Heights,153371127.0,Queens,Jackson Heights,40.75023,-73.87772,Shared room,27.0,1.0,355.0,2019.0,175275.0
MODERN & CONTEMPORARY STUDIO,75577166.0,Queens,Jackson Heights,40.75274,-73.87777,Entire home/apt,125.0,3.0,271.0,2019.0,175275.0
Livingroom for you staying,257555082.0,Queens,Jackson Heights,40.75308,-73.89419000000001,Shared room,55.0,2.0,270.0,2019.0,175275.0
Spacious bedroom near to subway,79499558.0,Queens,Jackson Heights,40.75346,-73.88396999999999,Private room,68.0,4.0,100.0,2019.0,175275.0
Experience the Diversity of Queens!,51458776.0,Queens,Jackson Heights,40.75161,-73.88315,Private room,55.0,2.0,118.0,2019.0,175275.0
Cozy and beautiful  room for a couple,250477669.0,Queens,Jackson Heights,40.75278,-73.89114000000001,Private room,70.0,3.0,59.0,2019.0,175275.0
CRASH PAD near LGA JFK,21216008.0,Queens,Jackson Heights,40.75078,-73.87949,Shared room,28.0,1.0,354.0,2019.0,175275.0
Corona's Gem,266316634.0,Queens,Jackson Heights,40.75755,-73.86199,Entire home/apt,250.0,2.0,338.0,2019.0,175275.0
"Cozy Apartment, 30 min train ride to Times Square!",8759781.0,Queens,Jackson Heights,40.75238,-73.87746,Entire home/apt,110.0,9.0,362.0,2019.0,175275.0
New york Multi-unit building,221434490.0,Queens,Jackson Heights,40.75473,-73.8715,Private room,45.0,2.0,138.0,2019.0,175275.0
Private bedroom 5 minutes  to La Guardia airport,259422076.0,Queens,Jackson Heights,40.75277,-73.88356,Private room,60.0,20.0,175.0,2019.0,175275.0
Private Full Size Bed #4,66269338.0,Queens,Jackson Heights,40.74859,-73.88628,Private room,65.0,1.0,329.0,2019.0,175275.0
Studio within an Apt Private bathroom and entrance,63959641.0,Queens,Jackson Heights,40.751490000000004,-73.87872,Private room,100.0,2.0,134.0,2019.0,175275.0
Cozy- bedroom in Jackson Heights!,4731046.0,Queens,Jackson Heights,40.75374,-73.8924,Private room,70.0,2.0,188.0,2019.0,175275.0
Tiny Home,149292557.0,Queens,Jackson Heights,40.75137,-73.86081,Entire home/apt,69.0,2.0,137.0,2019.0,175275.0
Half a block from the train! my private cozy room,239978864.0,Queens,Jackson Heights,40.7489,-73.87549,Private room,50.0,2.0,167.0,2019.0,175275.0
Chic and peaceful,11818785.0,Queens,Jackson Heights,40.7525,-73.88592,Private room,200.0,30.0,88.0,2019.0,175275.0
PRIVATE ROOM near JFK & La Guardia,100812175.0,Queens,Jackson Heights,40.75125,-73.87644,Private room,51.0,1.0,306.0,2019.0,175275.0
Location Enya,3250450.0,Queens,Jackson Heights,40.74684,-73.89251999999999,Shared room,35.0,30.0,280.0,2019.0,175275.0
"Welcome to NY :) new, clean and beautiful house",206260220.0,Queens,Jackson Heights,40.75589,-73.85755,Private room,60.0,1.0,315.0,2019.0,175275.0
"BED IN A SHARED ROOM FOR A MAN NEAR MIDTOWN, NY. 3",221836975.0,Queens,Jackson Heights,40.74848,-73.89149,Shared room,35.0,2.0,310.0,2019.0,175275.0
"Prime loc. Spacious, bright, clean, cozy room",7627510.0,Queens,Jackson Heights,40.75318,-73.88404,Private room,80.0,2.0,157.0,2019.0,175275.0
Affordable master room near of LGA in Queens,46712160.0,Queens,Jackson Heights,40.75243,-73.89553000000001,Private room,59.0,1.0,30.0,2019.0,175275.0
Private room with Full size Bed M,30791331.0,Queens,Jackson Heights,40.7553,-73.88701999999999,Private room,50.0,2.0,356.0,2019.0,175275.0
Room near LGA airport and 35 mins to Times Square,52031360.0,Queens,Jackson Heights,40.74953,-73.88025,Private room,46.0,3.0,286.0,2019.0,175275.0
"1 BR, Book it 1st then write me",1267021.0,Queens,Jackson Heights,40.75193,-73.87873,Private room,75.0,5.0,180.0,2019.0,175275.0
Be happy in New York,194804585.0,Queens,Jackson Heights,40.75268,-73.88595,Private room,55.0,1.0,308.0,2019.0,175275.0
Location Angel Marlie ( only female),3250450.0,Queens,Jackson Heights,40.75181,-73.89064,Private room,40.0,25.0,364.0,2019.0,175275.0
Luggage/Shower Depot!!!/US Open/LGA/JFK,21216008.0,Queens,Jackson Heights,40.750240000000005,-73.87849,Shared room,26.0,1.0,365.0,2019.0,175275.0
*Nice and Cozy private Bedroom*,13059803.0,Queens,Jackson Heights,40.7574,-73.85825,Private room,60.0,2.0,326.0,2019.0,175275.0
Jackson Heights: Bright and Spacious Apartment,134904068.0,Queens,Jackson Heights,40.750240000000005,-73.88409,Entire home/apt,200.0,5.0,38.0,2019.0,175275.0
Modern clean Apt-close to LGA & Manhattan,172506421.0,Queens,Jackson Heights,40.75363,-73.88150999999999,Entire home/apt,93.0,2.0,89.0,2019.0,175275.0
Cozy Spacious Loft Convenient to City,875439.0,Queens,Jackson Heights,40.749970000000005,-73.87850999999999,Entire home/apt,185.0,3.0,55.0,2019.0,175275.0
Bright and spacious room,125821659.0,Queens,Jackson Heights,40.75147,-73.89071,Private room,75.0,1.0,341.0,2019.0,175275.0
Bright Spacious Apt [20 mins - Manhattan],48167507.0,Queens,Jackson Heights,40.74691,-73.89193,Private room,86.0,2.0,88.0,2019.0,175275.0
"Gay friendly private room, 20 minutes to Manhattan",16950644.0,Queens,Jackson Heights,40.75103,-73.8913,Private room,85.0,1.0,42.0,2019.0,175275.0
"No Inq,Read it, 1 BR, Rt of Subway,",1267021.0,Queens,Jackson Heights,40.74906,-73.89376999999999,Private room,69.0,7.0,318.0,2019.0,175275.0
Room to rest near LaGuardia. Steps to subway!,137358866.0,Queens,Jackson Heights,40.7488,-73.88045,Private room,39.0,30.0,186.0,2019.0,175275.0
Cozy Newly Apartment Close To Manhattan,216641760.0,Queens,Jackson Heights,40.75281,-73.87654,Entire home/apt,128.0,3.0,325.0,2019.0,175275.0
"Cozy Room: 7 Minutes to LGA, 20 min to Manhattan !",65671256.0,Queens,Jackson Heights,40.75782,-73.85973,Private room,55.0,1.0,136.0,2019.0,175275.0
Nice cozy studio apt close to all,19661729.0,Queens,Jackson Heights,40.748979999999996,-73.88638,Entire home/apt,115.0,1.0,78.0,2019.0,175275.0
Nice private room in New York,121841485.0,Queens,Jackson Heights,40.752359999999996,-73.89171999999999,Private room,70.0,3.0,177.0,2019.0,175275.0
Friendly and Inviting Unit,66269338.0,Queens,Jackson Heights,40.74838,-73.88767,Private room,125.0,1.0,301.0,2019.0,175275.0
ECO-CHIC PALLET DESIGN APARTMENT,20625992.0,Queens,Jackson Heights,40.74892,-73.88883,Entire home/apt,200.0,2.0,364.0,2019.0,175275.0
*PRIVATE* Big Bedroom 20 minutes from Manhattan,65671256.0,Queens,Jackson Heights,40.757490000000004,-73.85811,Private room,65.0,1.0,48.0,2019.0,175275.0
Newly renovated room/ 10min LGA #1,51531044.0,Queens,Jackson Heights,40.75164,-73.87644,Private room,50.0,1.0,302.0,2019.0,175275.0
"Small NYC Apt near Flushing, Walk to 7 Train",172168328.0,Queens,Jackson Heights,40.75557,-73.87958,Entire home/apt,129.0,4.0,361.0,2019.0,175275.0
Cozy private room in Queens NY,45464080.0,Queens,Jackson Heights,40.751670000000004,-73.89171,Private room,55.0,4.0,249.0,2019.0,175275.0
Private studio in Jackson Heights w/free parking,45937956.0,Queens,Jackson Heights,40.75115,-73.8939,Entire home/apt,85.0,3.0,50.0,2019.0,175275.0
Experience New York from our place. (Free parking),45937956.0,Queens,Jackson Heights,40.75087,-73.89365,Entire home/apt,125.0,2.0,50.0,2019.0,175275.0
One Bedroom Apartment,14204809.0,Queens,Jackson Heights,40.75625,-73.87541999999999,Entire home/apt,69.0,6.0,30.0,2019.0,175275.0
CRASH PAD  IN NYC,21216008.0,Queens,Jackson Heights,40.75009,-73.87799,Shared room,30.0,1.0,350.0,2019.0,175275.0
Bronx Beauty: Renovated historic rowhouse,97853468.0,Bronx,Hunts Point,40.81841,-73.89067,Private room,45.0,14.0,332.0,2019.0,53365.84532
Lovely and affordable place in the Bronx,178924110.0,Bronx,Hunts Point,40.81415,-73.88671,Private room,36.0,1.0,97.0,2019.0,53365.84532
Charming safe beautifully furnished,127501584.0,Bronx,Hunts Point,40.81406,-73.88996999999999,Private room,65.0,4.0,365.0,2019.0,53365.84532
Prolonged Traveler's Dream (a month first & more),32164030.0,Bronx,Hunts Point,40.81377,-73.88933,Private room,40.0,30.0,321.0,2019.0,53365.84532
Lovely and affordable place in the Bronx,178924110.0,Bronx,Hunts Point,40.81258,-73.88566,Private room,40.0,1.0,121.0,2019.0,53365.84532
Prolonged Traveler's Dream (a month first & more),32164030.0,Bronx,Hunts Point,40.81387,-73.88797,Private room,37.0,30.0,333.0,2019.0,53365.84532
Large bedroom with 200SF outdoor patio,97853468.0,Bronx,Hunts Point,40.817240000000005,-73.88878000000001,Private room,60.0,3.0,335.0,2019.0,53365.84532
"Cozy room in bright, spacious apartment",97853468.0,Bronx,Hunts Point,40.81731,-73.89052,Private room,35.0,21.0,341.0,2019.0,53365.84532
Prolonged Traveler's Dream (a month first & more),32164030.0,Bronx,Hunts Point,40.81395,-73.88675,Private room,40.0,30.0,343.0,2019.0,53365.84532
Prolonged Traveler's Dream( a month first & more),32164030.0,Bronx,Hunts Point,40.81335,-73.8873,Private room,40.0,30.0,333.0,2019.0,53365.84532
Minutes to Manhattan,69713712.0,Bronx,Hunts Point,40.81389,-73.88914,Private room,70.0,2.0,342.0,2019.0,53365.84532
"""The quick get Away #2""",241454071.0,Bronx,Hunts Point,40.81879,-73.88646,Private room,35.0,2.0,59.0,2019.0,53365.84532
Prolonged Traveler's Dream(a month first & more),32164030.0,Bronx,Hunts Point,40.812290000000004,-73.88887,Private room,40.0,30.0,287.0,2019.0,53365.84532
Prolonged Traveler's Dream(a month first & more),32164030.0,Bronx,Hunts Point,40.81227,-73.88871,Private room,37.0,30.0,329.0,2019.0,53365.84532
Bronx Beauty: Renovated historic rowhouse.,97853468.0,Bronx,Hunts Point,40.81658,-73.88889,Private room,59.0,14.0,340.0,2019.0,53365.84532
"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",107915864.0,Queens,Howard Beach,40.66799,-73.85135,Private room,65.0,1.0,295.0,2019.0,118568.0
"MASTER, NEW, PRIVATE BEDROOM, 10 MINS from JFK",107915864.0,Queens,Howard Beach,40.66778,-73.85345,Private room,89.0,1.0,317.0,2019.0,118568.0
Apartment near JFK and Manhattan,150285098.0,Queens,Howard Beach,40.66238,-73.83628,Private room,150.0,1.0,89.0,2019.0,118568.0
"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",107915864.0,Queens,Howard Beach,40.66635,-73.85258,Private room,49.0,1.0,329.0,2019.0,118568.0
The Sahara,10415735.0,Queens,Howard Beach,40.66162,-73.85598,Entire home/apt,200.0,1.0,365.0,2019.0,118568.0
One bedroom Apt with Balcony located close to JFK,157331617.0,Queens,Howard Beach,40.66299,-73.85491,Entire home/apt,150.0,3.0,78.0,2019.0,118568.0
Swim in Garden Pond near City & JFK,164750816.0,Queens,Howard Beach,40.662009999999995,-73.84084,Entire home/apt,80.0,2.0,288.0,2019.0,118568.0
PARADISE HOME,227195925.0,Queens,Howard Beach,40.65278,-73.84289,Entire home/apt,165.0,1.0,323.0,2019.0,118568.0
Smoke n Mirrors,10415735.0,Queens,Howard Beach,40.66144,-73.85762,Entire home/apt,250.0,1.0,346.0,2019.0,118568.0
Hamilton Beach House,152366935.0,Queens,Howard Beach,40.65059,-73.82896,Entire home/apt,100.0,1.0,220.0,2019.0,118568.0
Quiet and cozy in Queens and close JFK Airport,159088461.0,Queens,Howard Beach,40.66802,-73.84803000000001,Private room,55.0,2.0,363.0,2019.0,118568.0
3 BEDROOMS/2 BATHS ENTIRE APARTMENT 10 MINS to JFK,107915864.0,Queens,Howard Beach,40.66682,-73.85161,Entire home/apt,130.0,1.0,285.0,2019.0,118568.0
Cottage by the Water,116995217.0,Queens,Howard Beach,40.656279999999995,-73.83171999999999,Entire home/apt,220.0,2.0,144.0,2019.0,118568.0
"Upscale, JFK/Beach, modern 1BR apt.",22124628.0,Queens,Howard Beach,40.65443,-73.84605,Entire home/apt,63.0,30.0,362.0,2019.0,118568.0
The Hampton,129162333.0,Queens,Howard Beach,40.66146,-73.85638,Entire home/apt,207.0,1.0,346.0,2019.0,118568.0
SoHo + Greenwich Penthouse Escape! Cozy Studio!,254522143.0,Manhattan,Greenwich Village,40.7277,-74.00104,Entire home/apt,129.0,31.0,167.0,2019.0,98076.03099
Artsy Parisian Apt in Greenwich Village,255626808.0,Manhattan,Greenwich Village,40.733129999999996,-73.9971,Entire home/apt,450.0,1.0,156.0,2019.0,98076.03099
Cozy Studio â­ Premium Location in the Village!,266800773.0,Manhattan,Greenwich Village,40.729729999999996,-74.00166,Entire home/apt,249.0,2.0,177.0,2019.0,98076.03099
Mid Century Modern Greenwich Village 1 Bedroom,3807299.0,Manhattan,Greenwich Village,40.73418,-73.99338,Entire home/apt,315.0,3.0,38.0,2019.0,98076.03099
Lovely nest in Greenwich Village,22529847.0,Manhattan,Greenwich Village,40.72853,-73.99914,Entire home/apt,200.0,2.0,264.0,2019.0,98076.03099
Charming 2BR Apt! Popular Neighborhood!,192951036.0,Manhattan,Greenwich Village,40.72667,-73.99878000000001,Entire home/apt,289.0,1.0,133.0,2019.0,98076.03099
Amazing 2 BR in SOHO,61391963.0,Manhattan,Greenwich Village,40.72815,-74.00111,Entire home/apt,165.0,30.0,142.0,2019.0,98076.03099
NYC - Heart of Greenwich Village,3158530.0,Manhattan,Greenwich Village,40.728120000000004,-74.00191,Entire home/apt,225.0,4.0,172.0,2019.0,98076.03099
In â¤ï¸ of West Village- Entire Apt,16810685.0,Manhattan,Greenwich Village,40.72868,-73.99901,Entire home/apt,183.0,1.0,271.0,2019.0,98076.03099
Amazing Greenwich Village w pool,4390058.0,Manhattan,Greenwich Village,40.73075,-73.99265,Entire home/apt,349.0,3.0,356.0,2019.0,98076.03099
Clean cozy room central historic gay best area,872805.0,Manhattan,Greenwich Village,40.73336,-73.99835999999999,Private room,120.0,21.0,34.0,2019.0,98076.03099
1BR Apt as featured in New York Mag,412783.0,Manhattan,Greenwich Village,40.73506,-73.99728,Entire home/apt,334.0,11.0,238.0,2019.0,98076.03099
"Large, Sunny West Village 1 Bedroom",26278289.0,Manhattan,Greenwich Village,40.72862,-74.00054,Entire home/apt,300.0,4.0,188.0,2019.0,98076.03099
Chic & Modern Townhouse Apartment,5339759.0,Manhattan,Greenwich Village,40.73384,-73.99616,Entire home/apt,499.0,30.0,365.0,2019.0,98076.03099
"$6M Soho Penthouse: 2000 sq ft, 18 ft ceilings",1001819.0,Manhattan,Greenwich Village,40.72818,-73.99993,Entire home/apt,850.0,5.0,45.0,2019.0,98076.03099
Soho 1 Bedroom Apartment Near Tons of Restaurants,250759662.0,Manhattan,Greenwich Village,40.72779,-73.99882,Entire home/apt,200.0,4.0,323.0,2019.0,98076.03099
cute convenient village suite,5003239.0,Manhattan,Greenwich Village,40.7311,-74.00014,Private room,170.0,1.0,364.0,2019.0,98076.03099
Designer 2 Bedroom Loft**Greenwich Village**4BEDS*,8837750.0,Manhattan,Greenwich Village,40.73539,-73.99547,Entire home/apt,485.0,5.0,203.0,2019.0,98076.03099
Greenwich Village Skylit 1BR +deck!,2938302.0,Manhattan,Greenwich Village,40.73474,-73.99526999999999,Entire home/apt,331.0,7.0,189.0,2019.0,98076.03099
Vibrant Private Room in Greenwich Village,50724816.0,Manhattan,Greenwich Village,40.72902,-74.00152,Private room,116.0,1.0,105.0,2019.0,98076.03099
Private Room! TRENDY location!,192951036.0,Manhattan,Greenwich Village,40.7278,-73.99976,Private room,129.0,1.0,245.0,2019.0,98076.03099
