id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365
612936,1 FLOOR OF A BROWNSTONE WITH GARDEN,3039868,Manhattan,Upper West Side,40.791959999999996,-73.97065,Private room,125,3,58
13453271,"NEAR CENTRAL PARK, TIMES SQUARE, COLUMBIA UNIV.",17848380,Manhattan,Upper West Side,40.796690000000005,-73.97126,Private room,120,1,338
31929578,UPPER WEST SIDE/ 2BED 2BATH / RIVER VIEW,131647128,Manhattan,Upper West Side,40.77537,-73.98938000000001,Entire home/apt,300,30,288
26422007,Spacious one bedroom with gym and roof top,198674086,Manhattan,Upper West Side,40.7956,-73.96701999999999,Entire home/apt,200,15,365
13522948,"West 74th Street, Svcd Studio Apartment",22541573,Manhattan,Upper West Side,40.77936,-73.97874,Entire home/apt,167,30,342
35646472,Sunny Summer Sublet entire Gorgeous Studio,268165286,Manhattan,Upper West Side,40.79213,-73.9704,Entire home/apt,89,10,53
31929775,CITY VIEW/ 2BED 2BATH/ LINCOLN CENTER,131647128,Manhattan,Upper West Side,40.77438,-73.98716999999999,Entire home/apt,300,30,341
13528649,Terrific Master Bedroom/Bath in Great UWS Location,6445320,Manhattan,Upper West Side,40.79415,-73.97323,Private room,90,5,66
5195409,Upper West Nest,12879620,Manhattan,Upper West Side,40.79148,-73.97828,Entire home/apt,158,100,290
13531199,Classic New York Railroad Apartment,14524071,Manhattan,Upper West Side,40.78853,-73.9751,Entire home/apt,150,4,157
26361090,Charming Apartment near Central Park with Balcony,844253,Manhattan,Upper West Side,40.7786,-73.97578,Entire home/apt,350,7,292
22609027,Park Side Zen Home - Terrace & next to CentralPark,166366338,Manhattan,Upper West Side,40.773270000000004,-73.97953000000001,Entire home/apt,175,3,42
13544601,"West 87th Street, Svcd Studio Brownstone Apt",22541573,Manhattan,Upper West Side,40.790929999999996,-73.97969,Entire home/apt,167,30,335
1669250,Large Studio w/ Entertainment Room!,3038687,Manhattan,Upper West Side,40.79221,-73.97476,Entire home/apt,104,30,57
13559208,Central Park Loft,81335,Manhattan,Upper West Side,40.78243,-73.97657,Entire home/apt,125,1,125
22656618,124 West 60th one bedroom apartment,165898555,Manhattan,Upper West Side,40.769729999999996,-73.9848,Entire home/apt,200,30,365
1664614,Great Views on Upper West Side,8796895,Manhattan,Upper West Side,40.7854,-73.97368,Private room,310,4,358
13567393,Private room near Lincoln Center,50165193,Manhattan,Upper West Side,40.77567,-73.9786,Private room,95,21,281
652691,COLUMBUS CIRCLE~100% FURNISHED W.58,1475015,Manhattan,Upper West Side,40.76934,-73.98464,Entire home/apt,95,30,365
13466302,Very central loft-like apartment on UWS,26297742,Manhattan,Upper West Side,40.77981,-73.98499,Entire home/apt,325,5,118
13453023,"King Bed, Super Host, Near Central/Riverside Parks",17848380,Manhattan,Upper West Side,40.79875,-73.97128000000001,Private room,120,1,360
32347436,Upper West Side 1BR w/ Doorman + Gym by Blueground,107434423,Manhattan,Upper West Side,40.7813,-73.97927,Entire home/apt,189,30,189
16323724,"UWS Landmarked Townhouse 1BR, APT 3B",106837455,Manhattan,Upper West Side,40.78297,-73.98141,Entire home/apt,160,90,125
1793091,Private  Studio Museum Block UWS,9407785,Manhattan,Upper West Side,40.776309999999995,-73.97953000000001,Entire home/apt,175,3,235
36417651,Mid-century Modern Studio on UWS,11270687,Manhattan,Upper West Side,40.79873,-73.96938,Entire home/apt,150,2,74
13346741,Great location big one bedroom on the UWS,3256433,Manhattan,Upper West Side,40.794259999999994,-73.96914,Entire home/apt,200,10,154
1776732,2000 sqf  Duplex in Townhouse,7379093,Manhattan,Upper West Side,40.78852,-73.96746,Entire home/apt,390,5,156
13358265,Full 1 Bedroom Apartment in heart of UWS,60380241,Manhattan,Upper West Side,40.778,-73.97912,Entire home/apt,200,2,34
1752112,NYC Central Park family apt - 3bdr,5862053,Manhattan,Upper West Side,40.78952,-73.98097,Entire home/apt,400,7,46
22436899,1-BR Lincoln Center,72390391,Manhattan,Upper West Side,40.77213,-73.98665,Entire home/apt,10000,30,83
34790625,Sublet in the upper west side,249325265,Manhattan,Upper West Side,40.79632,-73.969,Private room,79,1,42
26642831,The Best Place to stay in Manhattan,502829,Manhattan,Upper West Side,40.79083,-73.97531,Entire home/apt,225,3,330
634353,Luxury 1Bed with Central Park Views,836168,Manhattan,Upper West Side,40.77428,-73.98594,Entire home/apt,1000,30,364
16333020,Amazing 3BR Triplex Family Apartment w/ Garden,106837455,Manhattan,Upper West Side,40.78467,-73.98192,Entire home/apt,900,30,362
26527791,Beautiful studio with loft bed north expo!,26584499,Manhattan,Upper West Side,40.7828,-73.98348,Entire home/apt,118,30,157
6056028,Central Park W Pristine Apartment,10622869,Manhattan,Upper West Side,40.78826,-73.96767,Entire home/apt,499,1,296
1731365,Duplex apartment with garden,7379093,Manhattan,Upper West Side,40.790859999999995,-73.96683,Entire home/apt,439,5,154
26527543,AMAZING AAA Specious  Studio South Expo  Skylight!,26584499,Manhattan,Upper West Side,40.78246,-73.98314,Entire home/apt,115,30,89
13431961,Amazing Brownstone Studio @ Central Park West,76601346,Manhattan,Upper West Side,40.7847,-73.97155,Entire home/apt,179,2,151
31929350,LINCOLN CENTER / 2BED 2BATH,131647128,Manhattan,Upper West Side,40.77388,-73.98798000000001,Entire home/apt,275,30,329
739242,1 BR Modern Luxury Apart w W/D Steps From Park,15145088,Manhattan,Upper West Side,40.78747,-73.97238,Entire home/apt,185,30,346
1338362,AMAZING 2BD COL CIRCLE/BRAND NEW ;),1475015,Manhattan,Upper West Side,40.76934,-73.9863,Entire home/apt,125,30,282
25335433,kiwi,191343281,Manhattan,Upper West Side,40.77255,-73.99056999999999,Shared room,220,1,89
32308362,Quiet Mid-Century Modern Apartment,99763169,Manhattan,Upper West Side,40.77995,-73.98464,Entire home/apt,220,2,36
24313236,Private bedroom in the heart of the UWS #1,183423525,Manhattan,Upper West Side,40.80321,-73.9682,Private room,55,30,210
24308589,Stunning Central Park 1 bedroom,101328784,Manhattan,Upper West Side,40.78243,-73.97265,Entire home/apt,265,7,130
995215,Upper West Side Amazing Large 2 Bedrooms,3038687,Manhattan,Upper West Side,40.78954,-73.97222,Entire home/apt,99,30,113
993576,Luxury Furnished 1 BR Apartment  UWS,15145088,Manhattan,Upper West Side,40.785579999999996,-73.97251,Entire home/apt,172,30,346
993575,1 BR Large Luxury Furnished Apartment UWS,15145088,Manhattan,Upper West Side,40.7852,-73.9746,Entire home/apt,187,30,346
993514,Luxury Furnished 1 BR UWS Apt w W/D & Deck,15145088,Manhattan,Upper West Side,40.787290000000006,-73.97439,Entire home/apt,191,30,346
15756248,Glamorous upper west side Private room,12210788,Manhattan,Upper West Side,40.795159999999996,-73.96813,Private room,119,1,365
5616298,Lux 2Bed/2.5Bath Central Park View!,836168,Manhattan,Upper West Side,40.7747,-73.98708,Entire home/apt,2000,30,364
23565947,Beautiful Studio,3163859,Manhattan,Upper West Side,40.79167,-73.97421,Entire home/apt,125,2,176
36456829,Perfectly Located Organic Getaway,6677425,Manhattan,Upper West Side,40.79753,-73.96155,Shared room,55,2,49
24226842,Luxury High Floor Studio with stunning view,17477908,Manhattan,Upper West Side,40.79446,-73.96651,Entire home/apt,195,30,311
977870,Upper West Side Pied A Terre /NYC,5350359,Manhattan,Upper West Side,40.80014,-73.9637,Entire home/apt,169,2,59
971247,Sunny Artist Live/Work Apartment,5308961,Manhattan,Upper West Side,40.79368,-73.96486999999999,Entire home/apt,190,3,244
35463996,Spacious Upper West Side Bedroom,19639667,Manhattan,Upper West Side,40.80092,-73.96195,Private room,100,1,293
5593679,Luxury Upper West Side Studio,5855080,Manhattan,Upper West Side,40.78965,-73.9687,Entire home/apt,110,30,67
35282511,2 Bedroom Apartment Rental in Upper West Side,10746551,Manhattan,Upper West Side,40.78085,-73.97508,Entire home/apt,153,30,38
15220143,Cozy Clean Room in Manhattan's Upper West Side,1317884,Manhattan,Upper West Side,40.795120000000004,-73.9733,Private room,100,2,83
957002,Cozy PRIVATE Studio Apartment UWS and Jazz Tour.,5202854,Manhattan,Upper West Side,40.7982,-73.96394000000001,Entire home/apt,100,1,281
6021,Wonderful Guest Bedroom in Manhattan for SINGLES,11528,Manhattan,Upper West Side,40.79826,-73.96113000000001,Private room,85,2,333
24313356,Luxurious private Upper Westside Bedroom #2,183423525,Manhattan,Upper West Side,40.80222,-73.96763,Private room,65,30,216
24313434,Upper Westside luxury private bedroom 5W-3,183423525,Manhattan,Upper West Side,40.80365,-73.96639,Private room,70,30,317
1003530,New York City - Upper West Side Apt,454250,Manhattan,Upper West Side,40.799620000000004,-73.96523,Private room,135,7,44
15790640,Large 1 Bedroom Three Blocks from Central Park,66823224,Manhattan,Upper West Side,40.793859999999995,-73.97223000000001,Private room,80,1,42
15009751,1 Bedroom 1 Bathroom with Ralph Lauren City Vibe,20317929,Manhattan,Upper West Side,40.77794,-73.9763,Entire home/apt,220,2,207
35491409,Sunny Spacious Room in UWS near Central Park,266522456,Manhattan,Upper West Side,40.80155,-73.96732,Private room,150,1,135
15033685,Authentic Living in Manhattan,6250141,Manhattan,Upper West Side,40.78074,-73.97849000000001,Entire home/apt,168,1,32
15037251,PRIVATE ENTIRE FLOOR -NEXT TO Central PARK  !,94974597,Manhattan,Upper West Side,40.772009999999995,-73.97994,Private room,99,3,246
35196099,Ornate cozy Victorian studio at Central Park,118013873,Manhattan,Upper West Side,40.80103,-73.9706,Entire home/apt,150,6,69
23461056,Duke Ellington Studio,11262267,Manhattan,Upper West Side,40.803090000000005,-73.96883000000001,Shared room,77,1,350
23470849,Perfect room in between walks&fun in Manhattan,22188,Manhattan,Upper West Side,40.78046,-73.98818,Private room,90,3,339
24424607,"Next to Strawberry Fields, Central Park Manhattan",409965,Manhattan,Upper West Side,40.778290000000005,-73.97794,Private room,95,6,219
24393933,"LINCOLN CENTER, FORDHAM, JUILLIARD SCOOL",184119295,Manhattan,Upper West Side,40.77213,-73.98265,Entire home/apt,145,12,289
15062944,"Private full bed, prime location",10737943,Manhattan,Upper West Side,40.78017,-73.97574,Private room,47,30,342
35226973,Stunning UWS Apartment,23753533,Manhattan,Upper West Side,40.78192,-73.97959,Entire home/apt,900,3,57
35228797,Great 2 bedrooms close to Central Park,191119982,Manhattan,Upper West Side,40.77101,-73.98940999999999,Entire home/apt,360,2,94
5624616,Master w/ private bath and sleeping loft. 2 beds,20469855,Manhattan,Upper West Side,40.78913,-73.97021,Private room,125,2,248
35468906,Gorgeous 1BR Upper West Side *NEW LISTING *,266860871,Manhattan,Upper West Side,40.787,-73.97237,Entire home/apt,200,2,265
24313500,Stunning spacious study private bedroom #4,183423525,Manhattan,Upper West Side,40.80324,-73.96816,Private room,65,30,211
15100256,Central Park Vacation,22772389,Manhattan,Upper West Side,40.78492,-73.97991999999999,Private room,110,2,89
19221072,Room in Upper West Artsy Loft,63236560,Manhattan,Upper West Side,40.79835,-73.97242,Private room,110,7,321
15234755,Luxury One Bedroom,10528,Manhattan,Upper West Side,40.77727,-73.98453,Entire home/apt,200,30,139
24131689,Classical Upper West Side Experience,62176119,Manhattan,Upper West Side,40.77799,-73.9782,Entire home/apt,250,4,57
15618546,Sunny Immaculate Spacious 1-bdrm-1 block to C Park,5598880,Manhattan,Upper West Side,40.79985,-73.96138,Entire home/apt,135,7,99
15436871,Entire Spacious 2 Bed Apt on UWS,7610841,Manhattan,Upper West Side,40.80173,-73.96175,Entire home/apt,375,2,285
23827905,Central Park View-Free Museum Tickets-Private Room,101438864,Manhattan,Upper West Side,40.79368,-73.96373,Private room,30,1,94
15460904,Cozy bedroom in Upper West Side,58254001,Manhattan,Upper West Side,40.80185,-73.96807,Private room,80,3,129
23804690,One Central Park,40381599,Manhattan,Upper West Side,40.769859999999994,-73.98196999999999,Private room,600,1,199
883517,3 Bedroom Upper West Side Gem,4677362,Manhattan,Upper West Side,40.78615,-73.98137,Entire home/apt,339,4,167
15528972,2 Bedroom in Upper West right next to Central Park,99865195,Manhattan,Upper West Side,40.79772,-73.96213,Entire home/apt,335,4,263
35379882,Central Park West Apartment King,266341812,Manhattan,Upper West Side,40.791470000000004,-73.96644,Private room,99,14,87
5545560,1892 Brownstone on Landmarked Block,28752891,Manhattan,Upper West Side,40.790929999999996,-73.9678,Private room,250,3,38
5541897,TOWNHOUSE NEAR RSD PARK - 1 Bedroom Apt & Terrace,25237492,Manhattan,Upper West Side,40.78182,-73.98491999999999,Entire home/apt,140,30,204
855549,"Have the 1st floor of a two floor duplex,",213020,Manhattan,Upper West Side,40.792790000000004,-73.97131,Private room,88,1,98
35388899,Cool Summer Vibes UWS Pent House w/ rooftop,266417731,Manhattan,Upper West Side,40.78021,-73.98115,Entire home/apt,1200,3,51
15495653,Location Central Park ( only female guest ),3250450,Manhattan,Upper West Side,40.78895,-73.96754,Private room,53,31,249
23754635,1 bedroom apartment on Columbus Avenue,76104209,Manhattan,Upper West Side,40.79446,-73.96655,Entire home/apt,200,30,364
864790,PEACEFUL SHARE BY CENTRAL PARK,4538664,Manhattan,Upper West Side,40.77366,-73.98574,Private room,125,4,326
23746801,Central Park Hotel,172544686,Manhattan,Upper West Side,40.77606,-73.97803,Private room,219,1,269
23723855,Sunny Room in Townhouse near Central Park,28752891,Manhattan,Upper West Side,40.791140000000006,-73.9671,Private room,175,4,63
23744773,Central Park West Hotel,172544686,Manhattan,Upper West Side,40.77706,-73.97788,Private room,800,1,269
23660722,Beauty Renovated  1br +Balcony fully furnished!,26584499,Manhattan,Upper West Side,40.782990000000005,-73.98318,Entire home/apt,150,31,332
906038,Central Pk West-Convenient 1 BR,4848828,Manhattan,Upper West Side,40.79626,-73.96145,Entire home/apt,170,7,333
15246070,Lovely&Morden bedroom near everything you want!,33064599,Manhattan,Upper West Side,40.80039,-73.96724,Private room,49,1,326
35430128,Upper West Side Sweet&Cozy STUDIO,266641882,Manhattan,Upper West Side,40.798359999999995,-73.96784,Entire home/apt,135,1,94
23628745,"Queen Bedroom besides Central Park, West Side",176809727,Manhattan,Upper West Side,40.80076,-73.96236,Private room,105,2,300
24056066,Amazing apartment with Balcony ! GREAT LOCATION!,23989761,Manhattan,Upper West Side,40.79094,-73.97459,Entire home/apt,260,1,86
15314054,Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.,836168,Manhattan,Upper West Side,40.78065,-73.98253000000001,Entire home/apt,1000,30,365
15340613,Private Room on the Upper West Side,31932014,Manhattan,Upper West Side,40.783190000000005,-73.97762,Private room,85,2,89
23636223,Upper West Side Manhattan Comfort 2,67768251,Manhattan,Upper West Side,40.78353,-73.97802,Private room,45,30,242
923566,Sunlit Central Park Apartment,4967515,Manhattan,Upper West Side,40.78775,-73.98151999999999,Entire home/apt,200,6,354
921862,Breathtaking view of New York city,4957149,Manhattan,Upper West Side,40.7886,-73.97553,Entire home/apt,190,28,283
35317854,Lincoln Center Luxury River View High Rise Condo,265917688,Manhattan,Upper West Side,40.77618,-73.98395,Entire home/apt,165,8,62
19212370,â SMALL STUDIO ONLY FOR 2â,11601610,Manhattan,Upper West Side,40.7732,-73.98768000000001,Entire home/apt,148,4,320
23646295,La Quinta Central Park West,172544686,Manhattan,Upper West Side,40.77597,-73.97686,Private room,179,1,270
5558596,Cozy and Warm 1 bedroom,28473177,Manhattan,Upper West Side,40.77122,-73.98135,Entire home/apt,146,3,211
15361785,Central Park Sanctuary,97833986,Manhattan,Upper West Side,40.77851,-73.97645,Private room,77,4,115
15374796,Large UWS Apt close to Central Park,7610841,Manhattan,Upper West Side,40.80088,-73.96194,Private room,115,2,275
15377407,MAGNIFICIENT LUX. STUDIO UNOBSTRUCTED RIVER VIEW,98267290,Manhattan,Upper West Side,40.775090000000006,-73.98255,Entire home/apt,130,30,185
23890947,"106th and Amsterdam open, spacious apartment!",24033115,Manhattan,Upper West Side,40.802,-73.96605,Private room,72,1,32
846854,Large Garden Duplex on Park block,4422368,Manhattan,Upper West Side,40.78689,-73.97314,Entire home/apt,300,30,284
15620833,Only Steps Away from Central Park,95623010,Manhattan,Upper West Side,40.7762,-73.97944,Entire home/apt,185,2,215
15790816,Lovely room,70963475,Manhattan,Upper West Side,40.80237,-73.96601,Private room,110,7,87
35496676,Cozy Private Bedroom in Upper West Side,266522456,Manhattan,Upper West Side,40.8014,-73.96563,Private room,130,1,79
32479283,Large 1 bdrm free while musician owner is on tour,244008816,Manhattan,Upper West Side,40.80134,-73.96897,Entire home/apt,120,1,65
25054951,NO LONGER AVAILABLE SORY,70120241,Manhattan,Upper West Side,40.79629,-73.96523,Entire home/apt,225,59,358
25142331,MODERN & CHIC 2 Bedroom Loft**Central Park/Musuems,190028461,Manhattan,Upper West Side,40.782090000000004,-73.97598,Entire home/apt,294,4,179
1255828,Sunny Beach House type room on UWS,5561816,Manhattan,Upper West Side,40.783229999999996,-73.98105,Private room,95,3,207
25135772,Comfy one bedroom with backyard,189971299,Manhattan,Upper West Side,40.8004,-73.96866999999999,Entire home/apt,225,3,283
19122483,NYC Home Away from Home (Triplex),68271069,Manhattan,Upper West Side,40.79343,-73.97274,Entire home/apt,800,7,68
14446717,"1 Bedroom Apt, West 69th St, bwtn BWay & Columbus",30045574,Manhattan,Upper West Side,40.77445,-73.98002,Entire home/apt,150,30,328
770893,1 Bdrm Apt-Luxury Bldg-Upper West,4066797,Manhattan,Upper West Side,40.77734,-73.9877,Entire home/apt,100,29,301
32178172,2BED 2 BATH/COLUMBUS CIRCLE/ BALCONY,131647128,Manhattan,Upper West Side,40.770540000000004,-73.98344,Entire home/apt,290,30,313
5729118,REAL LUXURY my SUNNY alcove studio,12020405,Manhattan,Upper West Side,40.77556,-73.98416,Entire home/apt,244,4,222
14464084,Swimming Pool/Gym/ Doorman 2 bed 2 bath W&D 5192,16098958,Manhattan,Upper West Side,40.794000000000004,-73.96734000000001,Entire home/apt,310,30,294
24493582,Charming beautiful studio perfect location!!,26584499,Manhattan,Upper West Side,40.78382,-73.98235,Entire home/apt,135,30,290
35540614,"Central Park Area Luxury Condo, BEST CITY VIEW",182505049,Manhattan,Upper West Side,40.77122,-73.99110999999999,Entire home/apt,499,3,34
12318,West Side Retreat,16800,Manhattan,Upper West Side,40.79009,-73.97927,Private room,135,4,273
35021821,Amazing 2 bedrooms apt close to Central Park,180384868,Manhattan,Upper West Side,40.77081,-73.99036,Entire home/apt,360,2,89
1213745,"Cozy, modern 1BR, 1st fl brownstone",6625516,Manhattan,Upper West Side,40.788059999999994,-73.97969,Entire home/apt,175,8,68
25027222,Safe 'n Handsome 2,133123832,Manhattan,Upper West Side,40.78802,-73.96925999999999,Entire home/apt,117,30,200
35025921,New Studio in UWS steps from Central Park #6122,116305897,Manhattan,Upper West Side,40.78873,-73.97381,Entire home/apt,150,30,200
35026159,New! Modern 2/1 Steps to Central Park!,263853262,Manhattan,Upper West Side,40.7997,-73.95945999999999,Entire home/apt,330,4,325
35026161,Cozy Studio in UWS Luxury Building with Gym #6107,116305897,Manhattan,Upper West Side,40.78908,-73.97231,Entire home/apt,150,30,311
35568112,Perfect Large Apt for your NYC Stay!,247094998,Manhattan,Upper West Side,40.777190000000004,-73.98312,Entire home/apt,800,2,225
35005797,Luxury 5BR/2Bath Steps to Central Park!,198836713,Manhattan,Upper West Side,40.80154,-73.96106,Entire home/apt,550,3,320
32166672,Cozy apartment close to Central Park,187849608,Manhattan,Upper West Side,40.79097,-73.97412,Private room,180,1,151
1264920,BEAUTIFUL UPPER WEST SIDE SANCTUARY,6882340,Manhattan,Upper West Side,40.78815,-73.9737,Shared room,165,3,363
16041091,124 W 60th 1 bedroom,53179388,Manhattan,Upper West Side,40.77105,-73.9863,Entire home/apt,175,30,160
25308697,UPPER WEST SIDE: Renovated 2 FLOOR - 2 BED & BATH,15807180,Manhattan,Upper West Side,40.7846,-73.97315,Entire home/apt,99,2,93
35000403,Central Park 4 Bed Steps to Train + Ground floor!,2133558,Manhattan,Upper West Side,40.7983,-73.96115,Entire home/apt,450,4,345
14280778,Penthouse in the sky,46164403,Manhattan,Upper West Side,40.793209999999995,-73.97685,Entire home/apt,489,7,328
749455,Lovely Loft space near Central Park & Times Square,3929012,Manhattan,Upper West Side,40.779379999999996,-73.98246999999999,Private room,99,1,73
1307723,A real home on the UWS.,5435074,Manhattan,Upper West Side,40.80274,-73.96459,Private room,150,1,364
25251220,"Very Quiet 'nd Safe, overlooking backyard gardens",133123832,Manhattan,Upper West Side,40.78818,-73.97057,Entire home/apt,113,30,315
5763191,"BEAUTIFUL APT UPPER WEST SIDE, 68St ONLY GIRLS",29901463,Manhattan,Upper West Side,40.7726,-73.97928,Shared room,68,3,302
35005222,Large 2bed/2bath Steps to Central Park!,159336075,Manhattan,Upper West Side,40.79837,-73.96061,Entire home/apt,400,4,275
23108877,A cozy room in a newly renovated UWS  apartment,47023469,Manhattan,Upper West Side,40.79728,-73.97348000000001,Private room,100,1,270
35573815,Private Single Room in UWS near to Central Park,266522456,Manhattan,Upper West Side,40.80102,-73.96669,Private room,60,1,130
23166922,Cathedral View,7411846,Manhattan,Upper West Side,40.80115,-73.96282,Private room,75,1,88
23195752,"WOW factor! Duplex 3br,2bath. Central Pk, Columbia",5162192,Manhattan,Upper West Side,40.79788,-73.96235,Entire home/apt,250,30,310
14357698,Penthouse Duplex 2 Bed/2 Bath on Upper West Side,3491890,Manhattan,Upper West Side,40.78411,-73.97721,Entire home/apt,245,30,245
23203929,La Quinta Central Park West Hotel,172544686,Manhattan,Upper West Side,40.77722,-73.97834,Private room,159,1,269
762145,Gorgeous Duplex w Riverview Terrace,3315563,Manhattan,Upper West Side,40.782270000000004,-73.9841,Entire home/apt,600,3,353
15948069,"4 bdrm/2 bath apt. Central Pk, Columbia U.",5162192,Manhattan,Upper West Side,40.79835,-73.9616,Entire home/apt,240,30,211
25024676,"Cozy, tranquil bedroom steps from Central Park B",152195388,Manhattan,Upper West Side,40.78371,-73.97358,Private room,105,20,64
24988189,Da Sanctum,26796335,Manhattan,Upper West Side,40.79891,-73.96446,Entire home/apt,225,2,35
14497942,Swimming Pool/ Amazing Layout W&D Doorman 5131,16098958,Manhattan,Upper West Side,40.79377,-73.96585999999999,Entire home/apt,330,30,250
35114189,2 Bedroom modern Apt in Upper West Side,1788010,Manhattan,Upper West Side,40.77198,-73.98931,Entire home/apt,220,30,31
794156,Lincoln Center  luxury condo,58366,Manhattan,Upper West Side,40.77445,-73.98496,Entire home/apt,210,30,36
35118554,Huge 2x Bedroom Apt in Premium Upper West Side :),264516826,Manhattan,Upper West Side,40.78373,-73.97182,Entire home/apt,339,3,304
14774206,South-By-Southwest Room,92193254,Manhattan,Upper West Side,40.80093,-73.9601,Private room,97,3,134
24659877,Nice home in awesome Location,186376053,Manhattan,Upper West Side,40.79694,-73.96268,Private room,80,2,126
35520479,Charming Moroccan style Rooms on Upper West Side,260895286,Manhattan,Upper West Side,40.78642,-73.97723,Private room,90,3,112
14807890,Sunny Bloomingdale,9060571,Manhattan,Upper West Side,40.799859999999995,-73.96415,Private room,100,1,34
24621401,Charming Art Deco Apartment on Central Park,42795691,Manhattan,Upper West Side,40.78925,-73.96757,Entire home/apt,139,6,116
35132016,Luxury 3BR in Upper West Side with swimming pool,60136891,Manhattan,Upper West Side,40.785779999999995,-73.97678,Entire home/apt,590,7,38
5656639,Modern Luxury in brownstone at Central Park,5790236,Manhattan,Upper West Side,40.78974,-73.97018,Entire home/apt,275,7,45
24535821,prime upper west Cozy Studio deal,26584499,Manhattan,Upper West Side,40.7826,-73.98228,Entire home/apt,100,31,50
23429109,Your Chic NYC 1 bed Apt near Central Park,97168718,Manhattan,Upper West Side,40.78654,-73.97663,Private room,95,5,104
35505287,Large and Quiet Home with Nice Cats,267113508,Manhattan,Upper West Side,40.80069,-73.96431,Shared room,300,7,39
14949923,Luxury Apartment one block from Central Park,94087334,Manhattan,Upper West Side,40.77718,-73.98023,Private room,120,1,81
5649623,Lux 2Bed/2Bath Central Park Views!,836168,Manhattan,Upper West Side,40.77306,-73.98637,Entire home/apt,2000,30,364
32420737,"Classic UWS doorman 3 BR. River, elevator, dogs",231704,Manhattan,Upper West Side,40.7897,-73.97909,Entire home/apt,317,30,358
14976950,Brite/spacious 4bedroom/2bath next to Central Park,5162192,Manhattan,Upper West Side,40.797990000000006,-73.96161,Entire home/apt,300,30,233
24493940,Private Bedroom with En Suite Bath on Central Park,1114587,Manhattan,Upper West Side,40.79591,-73.96204,Private room,90,2,181
24670553,South exposure Bay windows Loft studio,26584499,Manhattan,Upper West Side,40.78245,-73.98355,Entire home/apt,125,30,283
1132409,Amazing Upper West Side Loft-Studio,3038687,Manhattan,Upper West Side,40.78898,-73.97589,Entire home/apt,79,30,36
24976971,1 bedroom apartment on Columbus Avenue,76104209,Manhattan,Upper West Side,40.7936,-73.96642,Entire home/apt,180,30,364
14730708,Breathtaking City Views 3 Bed Apt. in Lincoln Sq!,836168,Manhattan,Upper West Side,40.7791,-73.98182,Entire home/apt,3000,30,365
5719742,"Great location, close to everything",87105,Manhattan,Upper West Side,40.77737,-73.98355,Entire home/apt,240,7,38
14530298,Upper West Side. Charming 2 Bedroom,595368,Manhattan,Upper West Side,40.79224,-73.97408,Entire home/apt,250,30,358
23262857,Central Park - Room for 2 to 4,60281397,Manhattan,Upper West Side,40.79701,-73.96933,Private room,93,1,190
36445121,UWS Spacious Master Bedroom Sublet,274014453,Manhattan,Upper West Side,40.79952,-73.96003,Private room,75,30,90
14577930,2 Bedroom 2 Bathroom Upper West,10549144,Manhattan,Upper West Side,40.80065,-73.96944,Entire home/apt,225,5,96
779838,rent whole apt. classy 1-bedroom upper west side,4040811,Manhattan,Upper West Side,40.7982,-73.97173000000001,Entire home/apt,200,2,337
24874559,"Spacious & cozy room - Upper West Side, Manhattan",188051537,Manhattan,Upper West Side,40.80063,-73.96936,Private room,91,4,197
24853574,The Amazing Stay,187872824,Manhattan,Upper West Side,40.800129999999996,-73.95907,Entire home/apt,150,1,179
1166339,Spring in Central Park-UWS,3496628,Manhattan,Upper West Side,40.785709999999995,-73.97149,Entire home/apt,239,4,184
35042058,"Big one bedroom apt, new and beautiful.",19342,Manhattan,Upper West Side,40.799,-73.96315,Entire home/apt,11,7,273
15899421,Perfect Location_Upper West Side_*Central Park*,103128664,Manhattan,Upper West Side,40.77409,-73.98031,Private room,128,7,171
35059177,3 Bedroom Apartment near Central Park,10689761,Manhattan,Upper West Side,40.79599,-73.96659,Entire home/apt,600,30,319
1146653,Luxury 1 Bedroom Central Park Views,836168,Manhattan,Upper West Side,40.79208,-73.96481999999999,Entire home/apt,1000,30,364
24733112,Large 2B/2B with Stunning Views & Balcony,186970542,Manhattan,Upper West Side,40.773959999999995,-73.9842,Entire home/apt,400,2,164
14724015,Swimming Pool! 2 Bed 2 bath Amazing Layout!5143,16098958,Manhattan,Upper West Side,40.79371,-73.96708000000001,Entire home/apt,295,30,250
1137270,large Private room in UWS New York,6169516,Manhattan,Upper West Side,40.788920000000005,-73.97435,Private room,135,3,219
23302260,Inspiring & Tranquil Experience,122374980,Manhattan,Upper West Side,40.78648,-73.97923,Shared room,60,1,363
34593055,"Spacious Upper West Side 2BR w/ W/D, near Central Park, by Blueground",107434423,Manhattan,Upper West Side,40.7816,-73.97548,Entire home/apt,377,30,334
34658339,Beautiful apartment on UWS for couple or single!,34331,Manhattan,Upper West Side,40.79056,-73.97306,Entire home/apt,150,30,36
2626457,Cozy Private Room Upper West Side - with Deck!,13451102,Manhattan,Upper West Side,40.79827,-73.96880999999999,Private room,80,1,118
2674267,Comfy UWS Room near Central Park & Times Square,3929012,Manhattan,Upper West Side,40.77848,-73.98334,Private room,109,1,103
34337032,1 Bed/ 1 Bath / Columbus Circle/ Balcony,131647128,Manhattan,Upper West Side,40.770759999999996,-73.98671,Entire home/apt,190,30,181
